t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
9.100000000000000000e+01, 5.000000000000000000e+01, 8.082398047504864280e+01, -2.989673445940501395e+01, -9.272460156436304057e-01, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.614999999999999858e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.200000000000000000e+01, 4.999999999999999289e+01, 8.009950782093055466e+01, -2.860859683888649485e+01, -1.490910982044060029e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.630999999999999872e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.300000000000000000e+01, 5.000000000000000000e+01, 7.674882179563441298e+01, -2.237859199741064486e+01, -4.370229798223767226e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.705000000000000071e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.400000000000000000e+01, 5.000000000000000000e+01, 7.702049904092871202e+01, -2.332097252741608173e+01, -3.699526513512630288e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.698999999999999844e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.500000000000000000e+01, 5.000000000000000000e+01, 7.629602638681062388e+01, -2.230273802340794020e+01, -3.993288363402683228e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.714999999999999858e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.600000000000000000e+01, 5.000000000000000000e+01, 7.674882179563441298e+01, -2.355302342847494756e+01, -3.195798367159465414e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.705000000000000071e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.700000000000000000e+01, 5.000000000000000000e+01, 7.760913307239964354e+01, -2.550102385547517514e+01, -2.108109216924470175e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.685999999999999943e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.800000000000000000e+01, 5.000000000000000000e+01, 7.394149026092684096e+01, -1.872805271472350341e+01, -5.213437546203339323e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.767000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.900000000000000000e+01, 5.000000000000000000e+01, 7.498291970122159000e+01, -2.121708910540147741e+01, -3.765830595820112592e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.744000000000000128e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.000000000000000000e+02, 5.000000000000000000e+01, 7.453012429239780090e+01, -2.072221441367273798e+01, -3.807909878725064701e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.753999999999999915e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.010000000000000000e+02, 5.000000000000000000e+01, 7.394149026092684096e+01, -1.997298417163270301e+01, -3.968506089294139283e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.767000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.020000000000000000e+02, 5.000000000000000000e+01, 7.339813577033828551e+01, -1.932553998804975137e+01, -4.072595782288533250e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.778999999999999915e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.030000000000000000e+02, 4.999999999999999289e+01, 7.339813577033828551e+01, -1.972203893351058568e+01, -3.676096836827700276e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.778999999999999915e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.040000000000000000e+02, 5.000000000000000000e+01, 7.262838357533782130e+01, -1.861537260233791358e+01, -4.013010972999909498e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.796000000000000085e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.050000000000000000e+02, 5.000000000000000000e+01, 7.072664285827785591e+01, -1.538773835098297305e+01, -5.338904507294882862e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.837999999999999901e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
