t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
9.600000000000000000e+01, 5.000000000000000000e+01, 7.425844704710350186e+01, -2.078299130020997154e+01, -3.475455746893529430e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.760000000000000142e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.700000000000000000e+01, 5.000000000000000711e+01, 7.394149026092684096e+01, -2.051829864996588881e+01, -3.423191610960951259e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.767000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.800000000000000000e+01, 5.000000000000000000e+01, 7.394149026092684096e+01, -2.085157303721521060e+01, -3.089917223711628580e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.767000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.900000000000000000e+01, 5.000000000000000000e+01, 7.294534036151448220e+01, -1.925708372389132705e+01, -3.688256637623156031e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.789000000000000057e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.000000000000000000e+02, 5.000000000000000000e+01, 7.262838357533782130e+01, -1.901310889915164637e+01, -3.615274676186174485e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.796000000000000085e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.010000000000000000e+02, 5.000000000000000000e+01, 7.235670633004355068e+01, -1.884817947707258057e+01, -3.508526852970970111e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.801999999999999957e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.020000000000000000e+02, 5.000000000000000000e+01, 7.222086770739639405e+01, -1.893130961881153240e+01, -3.289558088584860762e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.805000000000000071e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.030000000000000000e+02, 5.000000000000000000e+01, 7.222086770739639405e+01, -1.925157374097862828e+01, -2.969293966417765773e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.805000000000000071e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.040000000000000000e+02, 5.000000000000000000e+01, 7.149639505327832012e+01, -1.816224540631746365e+01, -3.334149646960855140e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.821000000000000085e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.050000000000000000e+02, 5.000000000000000000e+01, 7.104359964445451681e+01, -1.762534320924614661e+01, -3.418256435208369304e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.830999999999999872e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
1.060000000000000000e+02, 5.000000000000000711e+01, 7.090776102180737439e+01, -1.769968482215422867e+01, -3.208076199653144389e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.833999999999999986e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
